OBJECTID,Incident Name,Incident Type Category,Unique Fire Identifier,Daily Acres,Calculated Acres,Percent Contained,ICS209 Report Date Time,Fire Discovery Date Time,Discovery Acres,Point of Orgin County,Point of Orgin State,Cause,Cause General,Geographic Area Coordination Center,Total Incident Personnel,Incident Mgmt Organization,Mgmt Complexity,Residences Destroyed,Other Structures Destroyed,Injuries,Fatalities,Predominant Fuel Group,Predominant Fuel Model,Primary Fuel Model,Containment Date Time,Control Date Time,Final Acres,Is Valid,Fire Out Date Time,Modified On Date Time,Incident Type Kind,IRWIN ID,Global ID,Days Since Modified On Date,Days Since Fire Discovery Date,x,y
370,Pearl River: 32 North Speed Ln,WF,2024-MSMSS-012107,178,,100,2/27/2024 9:32:16 AM,2/24/2024 9:45:00 PM,,Pearl River,US-MS,Undetermined,,SACC,4,Type 5 IC,Type 5 Incident,,,,,,,Closed Timber Litter,,,,1,,2/27/2024 9:32:16 AM,FI,7d00c9eb-be7a-4e7e-8dd9-71493002911b,95a62077-f7d7-447d-a23a-df63afda9df2,5,7,-89.5430555999999,30.8897222000001
371,Overton - Dry Hollow Road,WF,2024-TNTNS-240210,3,,80,,2/27/2024 9:41:00 AM,3,Overton,US-TN,Undetermined,,SACC,,,Type 5 Incident,,,,0,,,,,,,1,,2/29/2024 7:52:19 PM,FI,5bb0bfdf-d84d-46d5-ba5d-1550785e9fbc,f85bc472-5e44-45af-a6c7-7ad49ca2af28,2,5,-85.24332333,36.26577403
372,L Jack Stewart Rd,WF,2024-MSMSS-012110,230,,100,2/27/2024 9:53:56 AM,2/24/2024 7:15:00 PM,,Pearl River,US-MS,Undetermined,,SACC,2,Type 5 IC,Type 5 Incident,,1,,,,,Closed Timber Litter,,,,1,,2/27/2024 9:53:56 AM,FI,fc20b3cf-c879-4084-b64b-2ab4423de0aa,6506d9c7-de38-4e38-9552-fcba766db048,5,7,-89.5633333,30.7719444000001
373,Dickie Mills Rd,WF,2024-MSMSS-012213,110,,100,2/27/2024 10:15:14 AM,2/25/2024 9:00:00 PM,,Amite,US-MS,Human,,SACC,4,Type 5 IC,Type 5 Incident,,,,,,,Closed Timber Litter,,,,1,,2/27/2024 10:15:14 AM,FI,0603fde7-d81f-4f7f-ba3e-589cf2cc5c62,1ad42574-3941-4ff5-93d1-21cf22b1a321,5,6,-90.6069444,31.1661111
374,934 Yellow Dog Rd,WF,2024-MSMSS-012212,15,,100,2/27/2024 11:38:46 AM,2/26/2024 1:45:00 AM,,Tate,US-MS,Human,,SACC,2,Type 5 IC,Type 5 Incident,,1,,,,,Medium Logging Slash,,,,1,,2/27/2024 11:38:46 AM,FI,8ae6b6c7-3092-4a9f-9ea2-98b32e2e46db,1adf614c-b2c2-40c3-bf8f-61454e580602,5,6,-89.9172222,34.6202778000001
375,Boiling Springs East Fire,WF,2024-OKOKS-240213,1152,,100,3/1/2024 4:08:43 PM,2/26/2024 8:30:00 PM,,Latimer,US-OK,Human,,SACC,3,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,3/1/2024 4:08:43 PM,FI,aa7e69a8-ccc0-4e78-849c-b1bbe5b05728,9368f883-9106-4430-8257-462cce353196,1,5,-95.4322222,34.9847222000001
376,455 Progress Rd,WF,2024-MSMSS-012007,741,,100,2/27/2024 11:52:49 AM,2/25/2024 2:45:00 PM,,Lawrence,US-MS,Undetermined,,SACC,3,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,2/27/2024 11:52:49 AM,FI,0f15458f-9753-4a07-ac58-39343e473246,e7d640a1-ab64-41cf-b7b5-03ea4dcc3c1d,5,6,-89.9633333,31.4997222000001
377,Gaines Creek Fire,WF,2024-OKOKS-240212,650,,100,3/1/2024 4:18:08 PM,2/26/2024 9:45:00 PM,,Latimer,US-OK,Human,,SACC,5,Type 4 IC,Type 4 Incident,,,,,,,Hardwood Litter,,,,1,,3/1/2024 4:18:08 PM,FI,a44cb8ee-8771-4f5a-bfef-04f1c79e00a1,24520ef7-8520-4e16-b9cd-32ba98b86328,1,5,-95.2272222,34.8213889
378,Bobcat Ridge No. 2,WF,2024-OKOKS-240226,400,,100,3/1/2024 3:46:54 PM,2/27/2024 6:00:00 AM,,Latimer,US-OK,Human,,SACC,11,Type 4 IC,Type 4 Incident,,,,,,,Hardwood Litter,,,,1,,3/1/2024 3:46:54 PM,FI,b58f5a58-de2e-4c63-8788-67e803ae48b0,68dbcb4c-11ff-4637-aa1d-4bfb6ef22e55,1,5,-95.2438888999999,34.8316667
379,WOLF CREEK,WF,2024-OKOSA-000511,218,,,,2/26/2024 6:55:00 PM,218,Osage,US-OK,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 1:44:51 PM,FI,df4f1891-f0ff-41d0-bca3-662263282570,c3867f92-03f6-4693-9ef6-2ee353be863a,4,5,-96.258611,36.8544440000001
380,Rx Tyler 0197,RX,2024-TXTXS-240197,500,,0,,2/23/2024 2:30:00 PM,500,Tyler,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/27/2024 2:14:20 PM,FI,9b7cbb94-d7f0-4072-b65b-215c7f2300ab,574fb623-6f08-4ccd-b4b8-cf3a1efd0fa0,4,8,-94.365832,30.9457560000001
381,Rx Nacogdoches 0234,RX,2024-TXTXS-240234,78,,0,,2/24/2024 1:00:00 PM,78,Nacogdoches,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/27/2024 2:14:22 PM,FI,fc2b3b55-d7fe-4a17-b5f8-e15e38f58169,05cfa044-2c2a-4ff1-87d9-edb355dd81b2,4,8,-94.6057739999999,31.630166
382,Rx Hardin 0262,RX,2024-TXTXS-240262,231,,0,,2/25/2024 2:05:00 PM,231,Hardin,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/27/2024 2:16:36 PM,FI,cfc1a4a4-a721-4038-ac6d-e2b59b683b57,74c7734a-87a6-4225-a38f-f4b7fdc4cde9,4,6,-94.2311999999999,30.3623000000001
383,Rx Tyler 0233,RX,2024-TXTXS-240233,20,,0,,2/24/2024 4:30:00 PM,20,Tyler,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/27/2024 2:17:11 PM,FI,19ed486f-df4c-4fdc-b78e-be70b49ad2c7,ca5dc180-f481-424d-9e84-b63bf853193d,4,7,-94.28181,31.0001300000001
384,Rx Houston 0231,RX,2024-TXTXS-240231,100,,0,,2/24/2024 4:00:00 PM,100,Houston,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/27/2024 2:17:13 PM,FI,7bc5d9fb-d8da-4028-b204-b3fb762d48f9,5c84c6ed-f1a4-4f75-9b6c-42378afa7d84,4,7,-95.134304,31.496432
385,Rx Angelina 0230,RX,2024-TXTXS-240230,100,,0,,2/24/2024 3:30:00 PM,100,Angelina,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/27/2024 2:17:50 PM,FI,68399d24-d049-4a07-89f8-86e171c6d4e6,43899644-b2c7-4012-bb81-f61c87405050,4,7,-94.87556,31.34817
386,Rx Houston 0229,RX,2024-TXTXS-240229,380.4,,0,,2/24/2024 2:00:00 PM,380.4,Houston,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/27/2024 2:17:51 PM,FI,c8bef2c0-55d4-4416-9127-4842a9c169c1,3d5b255a-1f8f-462f-a649-30609f357b57,4,7,-95.27388889,31.37194444
387,Montague Plains WMA-Brewer Stan Bartlet - DFG - RX,RX,2024-MAMAS-DFG-RX05,141,,,,2/26/2024 5:15:38 PM,141,Franklin,US-MA,,,EACC,,,,,,,,,,,,,,1,,2/27/2024 2:31:57 PM,FI,f6acdcae-767e-45c4-a1c8-a2d0d085baab,cb1147f8-0bff-46ec-908a-be4cd9f46627,4,5,-72.53334883,42.5653591600001
388,JACKJUMPER,WF,2024-OKCNA-000516,240,,80,2/28/2024 12:04:58 AM,2/27/2024 2:53:31 PM,0.1,Adair,US-OK,Undetermined,,SACC,,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/28/2024 12:04:58 AM,FI,896827b3-7111-4783-ae88-7c3e81059480,814937ba-6a07-45f0-98a3-32999bcaf666,4,4,-94.5902778,35.6477778
389,Sellers North,WF,2024-OKOKS-240214,240,,100,2/29/2024 8:30:28 PM,2/26/2024 10:15:00 PM,,Cherokee,US-OK,Human,,SACC,5,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,2/29/2024 8:30:29 PM,FI,8e1ef7a7-4496-4be2-9c6f-4e8e9e20460c,ab6ce1be-bf09-4c46-addd-d844b666e5bc,2,5,-95.0119443999999,35.7336111000001
390,KENWOOD 11,WF,2024-OKCNA-000521,316,,50,2/27/2024 11:17:25 PM,2/27/2024 6:31:57 PM,0.1,Delaware,US-OK,Human,,SACC,,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/27/2024 11:17:25 PM,FI,8ccf8a92-53dc-4f1a-9be7-a6379dc7586b,df6f116f-8694-43c0-8ebf-5445fa00ae79,4,4,-94.9483332999999,36.3050000000001
391,OSF CPT 96 Mt Carrie Rx 0227,RX,2024-FLFNF-000696,1781,,,,2/27/2024 12:17:18 PM,,Columbia,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 6:58:07 PM,FI,39727857-0ffc-4624-ae0a-e49a6746bc5c,09ac0e33-6db9-43c9-b09c-ad9dc3bd50a9,4,5,-82.495217,30.2133670000001
392,East 1980 Road Fire,WF,2024-OKOKS-240204,5545,,50,3/1/2024 12:57:21 AM,2/26/2024 7:00:00 PM,,Choctaw,US-OK,Human,,SACC,8,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,3/1/2024 12:57:21 AM,FI,c3e511fe-d3c6-42e6-9346-56a0bb79fa02,46df0aa6-6278-4d9f-a9ad-d11b091a3fd4,2,5,-95.4866666999999,34.1388889
393,OCF CPT 262 Stark South Rx 0227,RX,2024-FLFNF-000698,373,,,,2/27/2024 12:31:55 PM,,Lake,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 8:44:43 PM,FI,fac75368-9af9-4a66-ae46-95ff29ed5b9e,e30db96e-54bb-4177-a1e5-c7c0a70d8e41,4,5,-81.548194,29.0293330000001
394,SEA CW 17 Rx 0227,RX,2024-FLSEA-000704,69,,,,2/27/2024 2:48:46 PM,,Glades,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 9:02:19 PM,FI,357b9d45-b2ad-405f-a9d6-89a266b576a0,0aa5c9c5-199d-4c3b-87c0-c40461ba2564,4,4,-81.11,27.0788890000001
395,SEA Unit 1 Rx 0227,RX,2024-FLSEA-000700,15,,,,2/27/2024 1:33:00 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 9:13:05 PM,FI,f7ca6992-c4cf-4c55-ad7c-1e5fd67e61b1,153ce049-7094-4a4b-a96e-5ba1d7071ec1,4,5,-81.401667,26.403333
396,CENTENNIAL RX,RX,2024-NMLCD-000055,30,,,,2/27/2024 9:42:27 PM,30,Otero,US-NM,Undetermined,,SWCC,,,,,,,,,,,,,,1,,2/27/2024 9:50:20 PM,FI,eec4b19e-1127-41b3-a8a6-2444ef794b99,ebe7aa6a-bbeb-47c1-bf3d-e91cc86849df,4,4,-105.803333,32.3633330000001
397,FPR Unit 25 Rx 0227,RX,2024-FLFPR-000694,523,,,,2/27/2024 12:09:31 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/27/2024 10:01:52 PM,FI,07d70960-183d-4bfa-913a-2ed18a3f922b,d2190432-afc7-44e5-aa4f-b414aabaaaf4,4,5,-81.353333,26.1745
398,Rx Denton 0303,RX,2024-TXTXS-240303,200,,0,,2/26/2024 3:54:02 PM,200,Denton,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/28/2024 1:25:14 AM,FI,82fcbebb-6d2b-4404-a385-402abbd5f325,9dfe1c54-b482-4cb6-b5ca-98b97864d60f,4,5,-97.016221,33.367245
399,MILLS RD,WF,2024-FLFLS-241400118,650,,95,2/28/2024 2:04:48 AM,2/27/2024 5:30:00 PM,,Polk,US-FL,Human,,SACC,28,Type 5 IC,Type 5 Incident,,,,,,,Southern Rough,,,,1,,2/28/2024 2:04:48 AM,FI,22c4b2b5-03f6-4f72-a842-f8e7f14ed7a8,8a90b1d7-9cf7-468e-a596-aa952d66048f,4,4,-81.9608333,27.7183333
400,Russell Fire,WF,2024-ALALS-20240224-3,135,,100,2/28/2024 3:15:29 AM,2/24/2024 7:36:00 PM,,Russell,US-AL,Undetermined,,SACC,,Type 3 Team,Type 3 Incident,,,,,,,Brush (2 feet),,,,1,,2/28/2024 3:15:29 AM,FI,a0cfbae7-6469-4f74-9c80-9b7dbdcd19c2,e2694512-017f-4692-9a2a-b082a900b9a9,4,7,-85.1488889,32.2277778000001
401,Slapout Fire,WF,2024-OKOKS-420242,26048,,75,3/3/2024 2:46:44 AM,2/27/2024 8:28:00 PM,,Beaver,US-OK,Undetermined,,SACC,28,Type 4 IC,Type 4 Incident,3,,2,,,,Short Grass (1 foot),,,,1,,3/3/2024 2:46:45 AM,FI,b6a60477-4d45-45b0-84eb-86e94cf8e675,126d14e5-d62f-42e5-9098-2e27868f362d,0,4,-100.0038889,36.71
402,Catesby Fire,WF,2024-OKOKS-240241,90920,,40,3/3/2024 2:41:48 AM,2/27/2024 7:20:00 PM,,Ellis,US-OK,Undetermined,,SACC,109,Type 3 IC,Type 3 Incident,12,,8,,,,Tall Grass (2.5 feet),,,,1,,3/3/2024 2:41:48 AM,FI,17307800-47b3-4881-9226-a83eb2069d82,e7aac166-f528-4d16-b8a6-0579b1cfef74,0,4,-99.9558332999999,36.4388889000001
403,687 Reamer,WF,2024-TXTXS-240338,2000,,10,3/3/2024 1:02:14 AM,2/28/2024 4:31:20 AM,2000,Hutchinson,US-TX,Undetermined,,SACC,1,Type 5 IC,Type 5 Incident,14,7,,,,,Short Grass (1 foot),,,,1,,3/3/2024 1:02:15 AM,FI,518524f8-4d91-4699-bf9c-fbc915345aef,e73fad4d-9ebd-4402-98b1-98273b438ce5,0,4,-101.5233333,35.7338889000001
404,Magenta,WF,2024-TXTXS-240337,3297,,85,3/3/2024 2:16:24 AM,2/27/2024 11:47:25 PM,3297,Oldham,US-TX,Undetermined,,SACC,7,Type 5 IC,Type 5 Incident,0,,,,,,Short Grass (1 foot),,,,1,,3/3/2024 2:16:24 AM,FI,0410bc57-a745-4f0a-a718-6ee6dbbc042f,95dcc9c1-bb2d-4133-94b3-ddcb724c1902,0,4,-102.2525277,35.5032482
405,Jeff Davis Palestine Rd,WF,2024-MSMSS-012341,1409,,100,2/28/2024 11:26:26 AM,2/25/2024 1:45:00 AM,,Jefferson Davis,US-MS,Undetermined,,SACC,21,Type 3 IC,Type 3 Incident,,,,,,,Closed Timber Litter,,,,1,,2/28/2024 11:26:26 AM,FI,45287eed-c9ef-4e53-a678-b3232e2e0997,9828b342-e631-48e7-91da-8c5f137ae9ea,4,7,-89.9522221999999,31.5213889
406,APQ Recreation Area 10 Rx 0226,RX,2024-FLAPQ-000683,159,,,,2/26/2024 2:46:57 PM,,Highlands,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 1:52:44 PM,FI,1c1a1a16-9788-49f4-8222-71118bb4069e,ed554d45-1c1b-4790-820f-e2dd72d3ca96,3,5,-81.223984,27.628905
407,APQ Recreation Area 10 Rx 0222,RX,2024-FLAPQ-000635,860,,,,2/22/2024 2:55:19 PM,,Highlands,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 1:54:25 PM,FI,91fdb2aa-248c-4832-9d38-f6f142f7bf0b,9d1e1a8f-273d-48b0-a69b-b3e147858980,3,9,-81.225357,27.625977
408,SEA Dudda Shop Central RX 0224,RX,2024-FLSEA-000659,309,,,,2/24/2024 1:05:57 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:04:53 PM,FI,512cf1cd-ff7b-4c88-8dd2-24a234eff53f,1a444970-c21a-42c6-a9e5-90a940bcabaf,3,8,-80.8798439999999,26.240843
409,SEA Oil Pump Pasture 5 South Rx 0208,RX,2024-FLSEA-000423,195,,,,2/8/2024 2:28:48 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:14:37 PM,FI,418edcf3-92ae-43a0-997e-ec29a9b90a91,c14f2276-4670-4dce-a866-5ae29c088092,3,23,-80.995303,26.1817150000001
410,SEA Cow Pen Pasture 6 Rx 0212,RX,2024-FLSEA-000477,220,,,,2/12/2024 12:23:47 PM,,Broward,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:19:50 PM,FI,594e1846-0edf-4058-9f76-3c2138e5e558,1c9a57bf-bd5d-40d0-9d11-b990c31202a4,3,20,-80.835767,26.223283
411,SEA Dudda Shop-Central Rx 0214,RX,2024-FLSEA-000516,51,,,,2/14/2024 1:52:11 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:21:21 PM,FI,06c32d92-fa59-4308-a23c-52d943457a97,afeb845c-c0a3-4770-9007-3f2d12b363b1,3,17,-80.884176,26.232246
412,APQ Recreation 8 RX 0215,RX,2024-FLAPQ-000531,1035,,,,2/15/2024 1:49:46 PM,,Polk,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:29:32 PM,FI,bdc15b1a-0831-47e4-a5d0-41d151720c4f,ae251673-8f91-4589-9b07-f0e61a32152c,3,16,-81.25145,27.690634
413,SEA Dudda Shop-Central Rx 0215,RX,2024-FLSEA-000530,146,,,,2/15/2024 1:37:41 PM,,Collier,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:29:26 PM,FI,458cd4ef-f600-4e41-9d5d-815afbbb6ae6,9684f039-5729-4b9d-bf74-def41c78418c,3,17,-80.884176,26.232246
414,SEA SW4 Joe Frank's Rx 0215,RX,2024-FLSEA-000535,115,,,,2/15/2024 2:41:01 PM,,Hendry,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:30:29 PM,FI,149973c9-b52a-4c48-bbc8-fdba08ef51ee,c5cdda76-7286-4578-bb7b-f51462f1f42b,3,16,-80.9513889999999,26.303889
415,LWR Volusia Track Rx 0215,RX,2024-FLLWR-000533,350,,,,2/15/2024 1:58:00 PM,,Volusia,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:30:31 PM,FI,5e960cdb-bafa-4ba4-973f-f068f50ca0c0,649214b2-f3b8-493e-8a3b-fa8169a7fe11,3,16,-81.366483,29.0482470000001
416,SEA SC5 Mike Henry's Pasture Rx 0215,RX,2024-FLSEA-000537,48,,,,2/15/2024 3:01:00 PM,,Hendry,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:31:59 PM,FI,bc32822f-234e-4ed7-bc97-8a89de62e713,03492142-0853-43ff-99cc-5a5419937f8d,3,16,-80.9144439999999,26.2755560000001
417,SEA NW5 Pauletta Bower's Pasture Rx 0216,RX,2024-FLSEA-000550,85,,,,2/16/2024 1:56:01 PM,,Hendry,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:34:59 PM,FI,0de76cba-c50a-4c05-8e93-42ce6393b985,09948e16-d4ea-470d-be92-516cc9810385,3,15,-81.038889,26.308611
418,APQ Recreation Area 2 RX 0220,RX,2024-FLAPQ-000588,486,,,,2/20/2024 2:54:39 PM,,Polk,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 2:40:07 PM,FI,feeaf3e7-9550-4a84-b383-7c36a3a500af,1fd3e5f6-ab28-47ee-9722-05dd911634a2,3,11,-81.367493,27.7043140000001
419,Hick's Branch,WF,2024-OKOKS-240233,575,,100,3/1/2024 2:37:21 PM,2/27/2024 8:45:00 PM,,Cherokee,US-OK,Human,,SACC,2,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,3/1/2024 2:37:21 PM,FI,b69e6523-2741-48d8-a07e-fa62f2f0e185,c5074d2a-893d-450b-972f-d342ddb76172,1,4,-95.1358332999999,35.8505556000001
420,JBar Fire,WF,2024-OKOKS-240238,110,,100,3/1/2024 3:43:37 PM,2/27/2024 10:30:00 PM,,Delaware,US-OK,Human,,SACC,3,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,3/1/2024 3:43:37 PM,FI,edf08f6d-195b-4152-b505-d09c574a8c0a,dc782dec-9bd7-44ca-8602-8b089561dae6,1,4,-94.7597221999999,36.4425000000001
421,Lost Fire,WF,2024-OKOKS-240237,114,,100,3/1/2024 3:38:54 PM,2/27/2024 10:00:00 PM,,Adair,US-OK,Human,,SACC,2,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,3/1/2024 3:38:55 PM,FI,8013af5b-c022-4456-ae82-f1145067d1c9,798aa625-10e2-4de5-9bf5-3970dc197345,1,4,-94.6919444,35.9425000000001
422,SEA Dudda Shop South Rx 0220,RX,2024-FLSEA-000587,210,,,,2/20/2024 2:10:30 PM,,Broward,US-FL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 4:25:04 PM,FI,c1683735-d5a9-47b3-9cf6-33924ec2d082,b545b6cd-4e8d-4dcf-a5ce-cd28e4d5788e,3,11,-80.862017,26.2290330000001
423,BULLET,WF,2024-OKOSA-000536,62.4,,,,2/27/2024 11:47:00 PM,90,Osage,US-OK,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/28/2024 5:38:13 PM,FI,03db8827-05e0-4f65-be4c-a4859026dc86,d2461d25-ad73-4732-a45f-6c62c521ed3c,3,4,-96.470069,36.673256
424,Forks,WF,2024-LALAS-000069,166.46,,100,2/28/2024 4:27:36 PM,2/26/2024 1:00:00 AM,,Caddo,US-LA,Undetermined,,SACC,7,Type 4 IC,Type 4 Incident,0,0,,,,,Timber (Grass and Understory),,,,1,,2/28/2024 4:27:37 PM,FI,a082d476-8072-47e1-8401-e4b582809d93,8b614f16-e115-4f9d-b9c3-a66d5aacb54a,3,6,-93.9894444,32.2461111000001
425,L Road Fire,WF,2024-OKOKS-240246,323,,100,3/2/2024 2:57:04 AM,2/27/2024 7:18:00 PM,,Texas,US-OK,Human,,SACC,112,Type 5 IC,Type 5 Incident,2,1,,,,,Short Grass (1 foot),,,,1,,3/2/2024 2:57:04 AM,FI,6b808a7d-9144-4ad2-89a7-408b890ec7fa,68c21392-f5ed-4d58-930b-2fd642049868,1,4,-101.4825,36.8344444000001
426,WATER HORSE,WF,2024-OKOSA-000537,72.04,,,,2/28/2024 12:10:00 AM,85,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/28/2024 5:38:37 PM,FI,5b3a4a4e-2789-420e-9fa5-a021e913f14d,79106fed-6761-4e76-9305-ea5e0110d05e,3,4,-96.1602109999999,36.5402580000001
427,TALLANT,WF,2024-OKOSA-000533,350,,,,2/25/2024 10:00:00 PM,350,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/28/2024 4:42:31 PM,FI,47804644-1b35-4012-ab83-583ca27c1fbc,4df526a0-0bda-42c9-a21f-546b1dffcfd1,3,6,-96.191683,36.600086
428,Sabine Mineral,WF,2024-LALAS-000075,311,,100,2/29/2024 7:48:26 PM,2/27/2024 11:00:00 PM,0.1,Beauregard,US-LA,Undetermined,,SACC,7,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,2/29/2024 7:48:26 PM,FI,50f5c33b-b06a-4a52-a937-2e643fbee28a,1c3b9cac-5b2e-4a70-89b8-4ef2d1e170cd,2,4,-93.5877778,30.7522222000001
429,DREXIL,WF,2024-OKOSA-000541,14.5,,,,2/28/2024 1:11:00 AM,14.5,Osage,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/28/2024 5:37:22 PM,FI,a090fb1a-b7e8-4669-9097-52789de1b7fb,9bd05c62-cf60-406b-bc34-3fcadee40331,3,4,-96.788508,36.574486
430,TIGER CREEK,WF,2024-OKOMA-000543,312,,80,2/28/2024 9:04:13 PM,2/27/2024 6:02:00 PM,312,Creek,US-OK,Undetermined,,SACC,,Type 4 IC,Type 4 Incident,,,,,,,Timber (Litter and Understory),,,,1,,2/28/2024 9:04:14 PM,FI,085e9968-a258-4700-bd75-d55ca5edd008,dd92f3bd-5a93-4ba0-8a7c-d3cbd0d63082,3,4,-96.2622221999999,36.0327778000001
431,FALLS CREEK,WF,2024-OKCHA-000545,60,,,,2/28/2024 6:33:24 PM,0.1,Murray,US-OK,Human,,SACC,,,,,,,,,,,,,,1,,2/29/2024 12:36:10 AM,FI,eb31fc71-3e7f-4bc4-89e4-673738826905,cf4e366a-05a9-46c2-b5fa-f86ca64d436c,3,3,-97.140778,34.384444
432,SCK Mother's Beach,WF,2024-ALALF-240128,7,,,,2/26/2024 3:00:00 PM,0.5,Cleburne,US-AL,Undetermined,,SACC,,,,,,,,,,,,,,1,,2/29/2024 3:20:11 PM,FI,5531ce06-3aa5-4223-aee9-144c7f8cef46,3acc74ff-1697-4649-b0a0-f6bbb4a87d7e,2,5,-85.523951,33.9075520000001
433,Circle Drive Fire,WF,2024-OKOKS-240236,273,,100,3/1/2024 2:42:45 PM,2/27/2024 10:00:00 PM,,Cherokee,US-OK,Human,,SACC,14,Type 5 IC,Type 5 Incident,,,,,,,Hardwood Litter,,,,1,,3/1/2024 2:42:45 PM,FI,ef366d07-2401-4a87-8949-c63498dcf42f,c41b6fd7-3a1f-46ff-a188-c9954aa7df98,1,4,-95.0375,35.7369444
434,Spice Pond Road Fire,WF,2024-ALALS-20240225-6,240,,100,2/28/2024 9:08:25 PM,2/25/2024 5:04:00 PM,,Mobile,US-AL,Human,,SACC,,Type 3 Team,Type 3 Incident,,,,,,,Brush (2 feet),,,,1,,2/28/2024 9:08:25 PM,FI,2208fdf3-4e83-4ac1-9774-dd08a9764119,82cce6ff-1d39-45a1-ab93-bc82ff48f966,3,6,-88.2369444,30.8338889
435,Rx Anderson 0300,RX,2024-TXTXS-240300,100,,0,,2/26/2024 3:00:00 PM,100,Anderson,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/28/2024 9:40:56 PM,FI,917b22ec-f1a5-41bb-b0aa-208955d855ee,e4f542bf-fbed-4d1d-ac25-e5d0792535ae,3,5,-95.58487,31.8065800000001
436,Rx Cherokee 0302,RX,2024-TXTXS-240302,190,,0,,2/26/2024 3:35:00 PM,190,Cherokee,US-TX,Undetermined,,SACC,,,Type 1 Prescribed Fire,0,,,,,,,,,,1,,2/28/2024 9:41:31 PM,FI,27c2c8db-e729-4883-a594-b1bd0bea8156,2eaf5ec2-08a0-489b-a530-318665132341,3,5,-95.0459,31.7615000000001
437,Craig Curve North Fire,WF,2024-OKOKS-240247,166,,80,3/1/2024 1:00:45 AM,2/28/2024 5:15:00 PM,,McCurtain,US-OK,Human,,SACC,5,Type 5 IC,Type 5 Incident,,,,,,,Timber (Litter and Understory),,,,1,,3/1/2024 1:00:45 AM,FI,8b3b9187-4b04-4055-919f-eb2b65ebb8cd,a1b767a0-0263-4dea-8867-f99c96e24964,2,3,-94.6488889,34.0075000000001
